MUNICIPIO;CLAVE_ENTIDAD;CLAVE_MUNICIPIO
AGUASCALIENTES;01;001
ASIENTOS;01;002
CALVILLO;01;003
COSÍO;01;004
JESÚS MARÍA;01;005
PABELLÓN DE ARTEAGA;01;006
RINCÓN DE ROMOS;01;007
SAN JOSÉ DE GRACIA;01;008
TEPEZALÁ;01;009
EL LLANO;01;010
SAN FRANCISCO DE LOS ROMO;01;011
NO ESPECIFICADO;01;999
ENSENADA;02;001
MEXICALI;02;002
TECATE;02;003
TIJUANA;02;004
PLAYAS DE ROSARITO;02;005
NO ESPECIFICADO;02;999
COMONDÚ;03;001
MULEGÉ;03;002
LA PAZ;03;003
LOS CABOS;03;008
LORETO;03;009
NO ESPECIFICADO;03;999
CALKINÍ;04;001
CAMPECHE;04;002
CARMEN;04;003
CHAMPOTÓN;04;004
HECELCHAKÁN;04;005
HOPELCHÉN;04;006
PALIZADA;04;007
TENABO;04;008
ESCÁRCEGA;04;009
CALAKMUL;04;010
CANDELARIA;04;011
NO ESPECIFICADO;04;999
ABASOLO;05;001
ACUÑA;05;002
ALLENDE;05;003
ARTEAGA;05;004
CANDELA;05;005
CASTAÑOS;05;006
CUATRO CIÉNEGAS;05;007
ESCOBEDO;05;008
FRANCISCO I. MADERO;05;009
FRONTERA;05;010
GENERAL CEPEDA;05;011
GUERRERO;05;012
HIDALGO;05;013
JIMÉNEZ;05;014
JUÁREZ;05;015
LAMADRID;05;016
MATAMOROS;05;017
MONCLOVA;05;018
MORELOS;05;019
MÚZQUIZ;05;020
NADADORES;05;021
NAVA;05;022
OCAMPO;05;023
PARRAS;05;024
PIEDRAS NEGRAS;05;025
PROGRESO;05;026
RAMOS ARIZPE;05;027
SABINAS;05;028
SACRAMENTO;05;029
SALTILLO;05;030
SAN BUENAVENTURA;05;031
SAN JUAN DE SABINAS;05;032
SAN PEDRO;05;033
SIERRA MOJADA;05;034
TORREÓN;05;035
VIESCA;05;036
VILLA UNIÓN;05;037
ZARAGOZA;05;038
NO ESPECIFICADO;05;999
ARMERÍA;06;001
COLIMA;06;002
COMALA;06;003
COQUIMATLÁN;06;004
CUAUHTÉMOC;06;005
IXTLAHUACÁN;06;006
MANZANILLO;06;007
MINATITLÁN;06;008
TECOMÁN;06;009
VILLA DE ÁLVAREZ;06;010
NO ESPECIFICADO;06;999
ACACOYAGUA;07;001
ACALA;07;002
ACAPETAHUA;07;003
ALTAMIRANO;07;004
AMATÁN;07;005
AMATENANGO DE LA FRONTERA;07;006
AMATENANGO DEL VALLE;07;007
ANGEL ALBINO CORZO;07;008
ARRIAGA;07;009
BEJUCAL DE OCAMPO;07;010
BELLA VISTA;07;011
BERRIOZÁBAL;07;012
BOCHIL;07;013
EL BOSQUE;07;014
CACAHOATÁN;07;015
CATAZAJÁ;07;016
CINTALAPA;07;017
COAPILLA;07;018
COMITÁN DE DOMÍNGUEZ;07;019
LA CONCORDIA;07;020
COPAINALÁ;07;021
CHALCHIHUITÁN;07;022
CHAMULA;07;023
CHANAL;07;024
CHAPULTENANGO;07;025
CHENALHÓ;07;026
CHIAPA DE CORZO;07;027
CHIAPILLA;07;028
CHICOASÉN;07;029
CHICOMUSELO;07;030
CHILÓN;07;031
ESCUINTLA;07;032
FRANCISCO LEÓN;07;033
FRONTERA COMALAPA;07;034
FRONTERA HIDALGO;07;035
LA GRANDEZA;07;036
HUEHUETÁN;07;037
HUIXTÁN;07;038
HUITIUPÁN;07;039
HUIXTLA;07;040
LA INDEPENDENCIA;07;041
IXHUATÁN;07;042
IXTACOMITÁN;07;043
IXTAPA;07;044
IXTAPANGAJOYA;07;045
JIQUIPILAS;07;046
JITOTOL;07;047
JUÁREZ;07;048
LARRÁINZAR;07;049
LA LIBERTAD;07;050
MAPASTEPEC;07;051
LAS MARGARITAS;07;052
MAZAPA DE MADERO;07;053
MAZATÁN;07;054
METAPA;07;055
MITONTIC;07;056
MOTOZINTLA;07;057
NICOLÁS RUÍZ;07;058
OCOSINGO;07;059
OCOTEPEC;07;060
OCOZOCOAUTLA DE ESPINOSA;07;061
OSTUACÁN;07;062
OSUMACINTA;07;063
OXCHUC;07;064
PALENQUE;07;065
PANTELHÓ;07;066
PANTEPEC;07;067
PICHUCALCO;07;068
PIJIJIAPAN;07;069
EL PORVENIR;07;070
VILLA COMALTITLÁN;07;071
PUEBLO NUEVO SOLISTAHUACÁN;07;072
RAYÓN;07;073
REFORMA;07;074
LAS ROSAS;07;075
SABANILLA;07;076
SALTO DE AGUA;07;077
SAN CRISTÓBAL DE LAS CASAS;07;078
SAN FERNANDO;07;079
SILTEPEC;07;080
SIMOJOVEL;07;081
SITALÁ;07;082
SOCOLTENANGO;07;083
SOLOSUCHIAPA;07;084
SOYALÓ;07;085
SUCHIAPA;07;086
SUCHIATE;07;087
SUNUAPA;07;088
TAPACHULA;07;089
TAPALAPA;07;090
TAPILULA;07;091
TECPATÁN;07;092
TENEJAPA;07;093
TEOPISCA;07;094
TILA;07;096
TONALÁ;07;097
TOTOLAPA;07;098
LA TRINITARIA;07;099
TUMBALÁ;07;100
TUXTLA GUTIÉRREZ;07;101
TUXTLA CHICO;07;102
TUZANTÁN;07;103
TZIMOL;07;104
UNIÓN JUÁREZ;07;105
VENUSTIANO CARRANZA;07;106
VILLA CORZO;07;107
VILLAFLORES;07;108
YAJALÓN;07;109
SAN LUCAS;07;110
ZINACANTÁN;07;111
SAN JUAN CANCUC;07;112
ALDAMA;07;113
BENEMÉRITO DE LAS AMÉRICAS;07;114
MARAVILLA TENEJAPA;07;115
MARQUÉS DE COMILLAS;07;116
MONTECRISTO DE GUERRERO;07;117
SAN ANDRÉS DURAZNAL;07;118
SANTIAGO EL PINAR;07;119
CAPITÁN LUIS ÁNGEL VIDAL;07;120
RINCÓN CHAMULA SAN PEDRO;07;121
EL PARRAL;07;122
EMILIANO ZAPATA;07;123
MEZCALAPA;07;124
NO ESPECIFICADO;07;999
AHUMADA;08;001
ALDAMA;08;002
ALLENDE;08;003
AQUILES SERDÁN;08;004
ASCENSIÓN;08;005
BACHÍNIVA;08;006
BALLEZA;08;007
BATOPILAS DE MANUEL GÓMEZ MORÍN;08;008
BOCOYNA;08;009
BUENAVENTURA;08;010
CAMARGO;08;011
CARICHÍ;08;012
CASAS GRANDES;08;013
CORONADO;08;014
COYAME DEL SOTOL;08;015
LA CRUZ;08;016
CUAUHTÉMOC;08;017
CUSIHUIRIACHI;08;018
CHIHUAHUA;08;019
CHÍNIPAS;08;020
DELICIAS;08;021
DR. BELISARIO DOMÍNGUEZ;08;022
GALEANA;08;023
SANTA ISABEL;08;024
GÓMEZ FARÍAS;08;025
GRAN MORELOS;08;026
GUACHOCHI;08;027
GUADALUPE;08;028
GUADALUPE Y CALVO;08;029
GUAZAPARES;08;030
GUERRERO;08;031
HIDALGO DEL PARRAL;08;032
HUEJOTITÁN;08;033
IGNACIO ZARAGOZA;08;034
JANOS;08;035
JIMÉNEZ;08;036
JUÁREZ;08;037
JULIMES;08;038
LÓPEZ;08;039
MADERA;08;040
MAGUARICHI;08;041
MANUEL BENAVIDES;08;042
MATACHÍ;08;043
MATAMOROS;08;044
MEOQUI;08;045
MORELOS;08;046
MORIS;08;047
NAMIQUIPA;08;048
NONOAVA;08;049
NUEVO CASAS GRANDES;08;050
OCAMPO;08;051
OJINAGA;08;052
PRAXEDIS G. GUERRERO;08;053
RIVA PALACIO;08;054
ROSALES;08;055
ROSARIO;08;056
SAN FRANCISCO DE BORJA;08;057
SAN FRANCISCO DE CONCHOS;08;058
SAN FRANCISCO DEL ORO;08;059
SANTA BÁRBARA;08;060
SATEVÓ;08;061
SAUCILLO;08;062
TEMÓSACHIC;08;063
EL TULE;08;064
URIQUE;08;065
URUACHI;08;066
VALLE DE ZARAGOZA;08;067
NO ESPECIFICADO;08;999
AZCAPOTZALCO;09;002
COYOACÁN;09;003
CUAJIMALPA DE MORELOS;09;004
GUSTAVO A. MADERO;09;005
IZTACALCO;09;006
IZTAPALAPA;09;007
LA MAGDALENA CONTRERAS;09;008
MILPA ALTA;09;009
ÁLVARO OBREGÓN;09;010
TLÁHUAC;09;011
TLALPAN;09;012
XOCHIMILCO;09;013
BENITO JUÁREZ;09;014
CUAUHTÉMOC;09;015
MIGUEL HIDALGO;09;016
VENUSTIANO CARRANZA;09;017
NO ESPECIFICADO;09;999
CANATLÁN;10;001
CANELAS;10;002
CONETO DE COMONFORT;10;003
CUENCAMÉ;10;004
DURANGO;10;005
GENERAL SIMÓN BOLÍVAR;10;006
GÓMEZ PALACIO;10;007
GUADALUPE VICTORIA;10;008
GUANACEVÍ;10;009
HIDALGO;10;010
INDÉ;10;011
LERDO;10;012
MAPIMÍ;10;013
MEZQUITAL;10;014
NAZAS;10;015
NOMBRE DE DIOS;10;016
OCAMPO;10;017
EL ORO;10;018
OTÁEZ;10;019
PÁNUCO DE CORONADO;10;020
PEÑÓN BLANCO;10;021
POANAS;10;022
PUEBLO NUEVO;10;023
RODEO;10;024
SAN BERNARDO;10;025
SAN DIMAS;10;026
SAN JUAN DE GUADALUPE;10;027
SAN JUAN DEL RÍO;10;028
SAN LUIS DEL CORDERO;10;029
SAN PEDRO DEL GALLO;10;030
SANTA CLARA;10;031
SANTIAGO PAPASQUIARO;10;032
SÚCHIL;10;033
TAMAZULA;10;034
TEPEHUANES;10;035
TLAHUALILO;10;036
TOPIA;10;037
VICENTE GUERRERO;10;038
NUEVO IDEAL;10;039
NO ESPECIFICADO;10;999
ABASOLO;11;001
ACÁMBARO;11;002
SAN MIGUEL DE ALLENDE;11;003
APASEO EL ALTO;11;004
APASEO EL GRANDE;11;005
ATARJEA;11;006
CELAYA;11;007
MANUEL DOBLADO;11;008
COMONFORT;11;009
CORONEO;11;010
CORTAZAR;11;011
CUERÁMARO;11;012
DOCTOR MORA;11;013
DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL;11;014
GUANAJUATO;11;015
HUANÍMARO;11;016
IRAPUATO;11;017
JARAL DEL PROGRESO;11;018
JERÉCUARO;11;019
LEÓN;11;020
MOROLEÓN;11;021
OCAMPO;11;022
PÉNJAMO;11;023
PUEBLO NUEVO;11;024
PURÍSIMA DEL RINCÓN;11;025
ROMITA;11;026
SALAMANCA;11;027
SALVATIERRA;11;028
SAN DIEGO DE LA UNIÓN;11;029
SAN FELIPE;11;030
SAN FRANCISCO DEL RINCÓN;11;031
SAN JOSÉ ITURBIDE;11;032
SAN LUIS DE LA PAZ;11;033
SANTA CATARINA;11;034
SANTA CRUZ DE JUVENTINO ROSAS;11;035
SANTIAGO MARAVATÍO;11;036
SILAO DE LA VICTORIA;11;037
TARANDACUAO;11;038
TARIMORO;11;039
TIERRA BLANCA;11;040
URIANGATO;11;041
VALLE DE SANTIAGO;11;042
VICTORIA;11;043
VILLAGRÁN;11;044
XICHÚ;11;045
YURIRIA;11;046
NO ESPECIFICADO;11;999
ACAPULCO DE JUÁREZ;12;001
AHUACUOTZINGO;12;002
AJUCHITLÁN DEL PROGRESO;12;003
ALCOZAUCA DE GUERRERO;12;004
ALPOYECA;12;005
APAXTLA;12;006
ARCELIA;12;007
ATENANGO DEL RÍO;12;008
ATLAMAJALCINGO DEL MONTE;12;009
ATLIXTAC;12;010
ATOYAC DE ÁLVAREZ;12;011
AYUTLA DE LOS LIBRES;12;012
AZOYÚ;12;013
BENITO JUÁREZ;12;014
BUENAVISTA DE CUÉLLAR;12;015
COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA;12;016
COCULA;12;017
COPALA;12;018
COPALILLO;12;019
COPANATOYAC;12;020
COYUCA DE BENÍTEZ;12;021
COYUCA DE CATALÁN;12;022
CUAJINICUILAPA;12;023
CUALÁC;12;024
CUAUTEPEC;12;025
CUETZALA DEL PROGRESO;12;026
CUTZAMALA DE PINZÓN;12;027
CHILAPA DE ÁLVAREZ;12;028
CHILPANCINGO DE LOS BRAVO;12;029
FLORENCIO VILLARREAL;12;030
GENERAL CANUTO A. NERI;12;031
GENERAL HELIODORO CASTILLO;12;032
HUAMUXTITLÁN;12;033
HUITZUCO DE LOS FIGUEROA;12;034
IGUALA DE LA INDEPENDENCIA;12;035
IGUALAPA;12;036
IXCATEOPAN DE CUAUHTÉMOC;12;037
ZIHUATANEJO DE AZUETA;12;038
JUAN R. ESCUDERO;12;039
LEONARDO BRAVO;12;040
MALINALTEPEC;12;041
MÁRTIR DE CUILAPAN;12;042
METLATÓNOC;12;043
MOCHITLÁN;12;044
OLINALÁ;12;045
OMETEPEC;12;046
PEDRO ASCENCIO ALQUISIRAS;12;047
PETATLÁN;12;048
PILCAYA;12;049
PUNGARABATO;12;050
QUECHULTENANGO;12;051
SAN LUIS ACATLÁN;12;052
SAN MARCOS;12;053
SAN MIGUEL TOTOLAPAN;12;054
TAXCO DE ALARCÓN;12;055
TECOANAPA;12;056
TÉCPAN DE GALEANA;12;057
TELOLOAPAN;12;058
TEPECOACUILCO DE TRUJANO;12;059
TETIPAC;12;060
TIXTLA DE GUERRERO;12;061
TLACOACHISTLAHUACA;12;062
TLACOAPA;12;063
TLALCHAPA;12;064
TLALIXTAQUILLA DE MALDONADO;12;065
TLAPA DE COMONFORT;12;066
TLAPEHUALA;12;067
LA UNIÓN DE ISIDORO MONTES DE OCA;12;068
XALPATLÁHUAC;12;069
XOCHIHUEHUETLÁN;12;070
XOCHISTLAHUACA;12;071
ZAPOTITLÁN TABLAS;12;072
ZIRÁNDARO;12;073
ZITLALA;12;074
EDUARDO NERI;12;075
ACATEPEC;12;076
MARQUELIA;12;077
COCHOAPA EL GRANDE;12;078
JOSÉ JOAQUÍN DE HERRERA;12;079
JUCHITÁN;12;080
ILIATENCO;12;081
NO ESPECIFICADO;12;999
ACATLÁN;13;001
ACAXOCHITLÁN;13;002
ACTOPAN;13;003
AGUA BLANCA DE ITURBIDE;13;004
AJACUBA;13;005
ALFAJAYUCAN;13;006
ALMOLOYA;13;007
APAN;13;008
EL ARENAL;13;009
ATITALAQUIA;13;010
ATLAPEXCO;13;011
ATOTONILCO EL GRANDE;13;012
ATOTONILCO DE TULA;13;013
CALNALI;13;014
CARDONAL;13;015
CUAUTEPEC DE HINOJOSA;13;016
CHAPANTONGO;13;017
CHAPULHUACÁN;13;018
CHILCUAUTLA;13;019
ELOXOCHITLÁN;13;020
EMILIANO ZAPATA;13;021
EPAZOYUCAN;13;022
FRANCISCO I. MADERO;13;023
HUASCA DE OCAMPO;13;024
HUAUTLA;13;025
HUAZALINGO;13;026
HUEHUETLA;13;027
HUEJUTLA DE REYES;13;028
HUICHAPAN;13;029
IXMIQUILPAN;13;030
JACALA DE LEDEZMA;13;031
JALTOCÁN;13;032
JUÁREZ HIDALGO;13;033
LOLOTLA;13;034
METEPEC;13;035
SAN AGUSTÍN METZQUITITLÁN;13;036
METZTITLÁN;13;037
MINERAL DEL CHICO;13;038
MINERAL DEL MONTE;13;039
LA MISIÓN;13;040
MIXQUIAHUALA DE JUÁREZ;13;041
MOLANGO DE ESCAMILLA;13;042
NICOLÁS FLORES;13;043
NOPALA DE VILLAGRÁN;13;044
OMITLÁN DE JUÁREZ;13;045
SAN FELIPE ORIZATLÁN;13;046
PACULA;13;047
PACHUCA DE SOTO;13;048
PISAFLORES;13;049
PROGRESO DE OBREGÓN;13;050
MINERAL DE LA REFORMA;13;051
SAN AGUSTÍN TLAXIACA;13;052
SAN BARTOLO TUTOTEPEC;13;053
SAN SALVADOR;13;054
SANTIAGO DE ANAYA;13;055
SANTIAGO TULANTEPEC DE LUGO GUERRERO;13;056
SINGUILUCAN;13;057
TASQUILLO;13;058
TECOZAUTLA;13;059
TENANGO DE DORIA;13;060
TEPEAPULCO;13;061
TEPEHUACÁN DE GUERRERO;13;062
TEPEJI DEL RÍO DE OCAMPO;13;063
TEPETITLÁN;13;064
TETEPANGO;13;065
VILLA DE TEZONTEPEC;13;066
TEZONTEPEC DE ALDAMA;13;067
TIANGUISTENGO;13;068
TIZAYUCA;13;069
TLAHUELILPAN;13;070
TLAHUILTEPA;13;071
TLANALAPA;13;072
TLANCHINOL;13;073
TLAXCOAPAN;13;074
TOLCAYUCA;13;075
TULA DE ALLENDE;13;076
TULANCINGO DE BRAVO;13;077
XOCHIATIPAN;13;078
XOCHICOATLÁN;13;079
YAHUALICA;13;080
ZACUALTIPÁN DE ÁNGELES;13;081
ZAPOTLÁN DE JUÁREZ;13;082
ZEMPOALA;13;083
ZIMAPÁN;13;084
NO ESPECIFICADO;13;999
ACATIC;14;001
ACATLÁN DE JUÁREZ;14;002
AHUALULCO DE MERCADO;14;003
AMACUECA;14;004
AMATITÁN;14;005
AMECA;14;006
SAN JUANITO DE ESCOBEDO;14;007
ARANDAS;14;008
EL ARENAL;14;009
ATEMAJAC DE BRIZUELA;14;010
ATENGO;14;011
ATENGUILLO;14;012
ATOTONILCO EL ALTO;14;013
ATOYAC;14;014
AUTLÁN DE NAVARRO;14;015
AYOTLÁN;14;016
AYUTLA;14;017
LA BARCA;14;018
BOLAÑOS;14;019
CABO CORRIENTES;14;020
CASIMIRO CASTILLO;14;021
CIHUATLÁN;14;022
ZAPOTLÁN EL GRANDE;14;023
COCULA;14;024
COLOTLÁN;14;025
CONCEPCIÓN DE BUENOS AIRES;14;026
CUAUTITLÁN DE GARCÍA BARRAGÁN;14;027
CUAUTLA;14;028
CUQUÍO;14;029
CHAPALA;14;030
CHIMALTITÁN;14;031
CHIQUILISTLÁN;14;032
DEGOLLADO;14;033
EJUTLA;14;034
ENCARNACIÓN DE DÍAZ;14;035
ETZATLÁN;14;036
EL GRULLO;14;037
GUACHINANGO;14;038
GUADALAJARA;14;039
HOSTOTIPAQUILLO;14;040
HUEJÚCAR;14;041
HUEJUQUILLA EL ALTO;14;042
LA HUERTA;14;043
IXTLAHUACÁN DE LOS MEMBRILLOS;14;044
IXTLAHUACÁN DEL RÍO;14;045
JALOSTOTITLÁN;14;046
JAMAY;14;047
JESÚS MARÍA;14;048
JILOTLÁN DE LOS DOLORES;14;049
JOCOTEPEC;14;050
JUANACATLÁN;14;051
JUCHITLÁN;14;052
LAGOS DE MORENO;14;053
EL LIMÓN;14;054
MAGDALENA;14;055
SANTA MARÍA DEL ORO;14;056
LA MANZANILLA DE LA PAZ;14;057
MASCOTA;14;058
MAZAMITLA;14;059
MEXTICACÁN;14;060
MEZQUITIC;14;061
MIXTLÁN;14;062
OCOTLÁN;14;063
OJUELOS DE JALISCO;14;064
PIHUAMO;14;065
PONCITLÁN;14;066
PUERTO VALLARTA;14;067
VILLA PURIFICACIÓN;14;068
QUITUPAN;14;069
EL SALTO;14;070
SAN CRISTÓBAL DE LA BARRANCA;14;071
SAN DIEGO DE ALEJANDRÍA;14;072
SAN JUAN DE LOS LAGOS;14;073
SAN JULIÁN;14;074
SAN MARCOS;14;075
SAN MARTÍN DE BOLAÑOS;14;076
SAN MARTÍN HIDALGO;14;077
SAN MIGUEL EL ALTO;14;078
GÓMEZ FARÍAS;14;079
SAN SEBASTIÁN DEL OESTE;14;080
SANTA MARÍA DE LOS ÁNGELES;14;081
SAYULA;14;082
TALA;14;083
TALPA DE ALLENDE;14;084
TAMAZULA DE GORDIANO;14;085
TAPALPA;14;086
TECALITLÁN;14;087
TECOLOTLÁN;14;088
TECHALUTA DE MONTENEGRO;14;089
TENAMAXTLÁN;14;090
TEOCALTICHE;14;091
TEOCUITATLÁN DE CORONA;14;092
TEPATITLÁN DE MORELOS;14;093
TEQUILA;14;094
TEUCHITLÁN;14;095
TIZAPÁN EL ALTO;14;096
TLAJOMULCO DE ZÚÑIGA;14;097
SAN PEDRO TLAQUEPAQUE;14;098
TOLIMÁN;14;099
TOMATLÁN;14;100
TONALÁ;14;101
TONAYA;14;102
TONILA;14;103
TOTATICHE;14;104
TOTOTLÁN;14;105
TUXCACUESCO;14;106
TUXCUECA;14;107
TUXPAN;14;108
UNIÓN DE SAN ANTONIO;14;109
UNIÓN DE TULA;14;110
VALLE DE GUADALUPE;14;111
VALLE DE JUÁREZ;14;112
SAN GABRIEL;14;113
VILLA CORONA;14;114
VILLA GUERRERO;14;115
VILLA HIDALGO;14;116
CAÑADAS DE OBREGÓN;14;117
YAHUALICA DE GONZÁLEZ GALLO;14;118
ZACOALCO DE TORRES;14;119
ZAPOPAN;14;120
ZAPOTILTIC;14;121
ZAPOTITLÁN DE VADILLO;14;122
ZAPOTLÁN DEL REY;14;123
ZAPOTLANEJO;14;124
SAN IGNACIO CERRO GORDO;14;125
NO ESPECIFICADO;14;999
ACAMBAY DE RUÍZ CASTAÑEDA;15;001
ACOLMAN;15;002
ACULCO;15;003
ALMOLOYA DE ALQUISIRAS;15;004
ALMOLOYA DE JUÁREZ;15;005
ALMOLOYA DEL RÍO;15;006
AMANALCO;15;007
AMATEPEC;15;008
AMECAMECA;15;009
APAXCO;15;010
ATENCO;15;011
ATIZAPÁN;15;012
ATIZAPÁN DE ZARAGOZA;15;013
ATLACOMULCO;15;014
ATLAUTLA;15;015
AXAPUSCO;15;016
AYAPANGO;15;017
CALIMAYA;15;018
CAPULHUAC;15;019
COACALCO DE BERRIOZÁBAL;15;020
COATEPEC HARINAS;15;021
COCOTITLÁN;15;022
COYOTEPEC;15;023
CUAUTITLÁN;15;024
CHALCO;15;025
CHAPA DE MOTA;15;026
CHAPULTEPEC;15;027
CHIAUTLA;15;028
CHICOLOAPAN;15;029
CHICONCUAC;15;030
CHIMALHUACÁN;15;031
DONATO GUERRA;15;032
ECATEPEC DE MORELOS;15;033
ECATZINGO;15;034
HUEHUETOCA;15;035
HUEYPOXTLA;15;036
HUIXQUILUCAN;15;037
ISIDRO FABELA;15;038
IXTAPALUCA;15;039
IXTAPAN DE LA SAL;15;040
IXTAPAN DEL ORO;15;041
IXTLAHUACA;15;042
XALATLACO;15;043
JALTENCO;15;044
JILOTEPEC;15;045
JILOTZINGO;15;046
JIQUIPILCO;15;047
JOCOTITLÁN;15;048
JOQUICINGO;15;049
JUCHITEPEC;15;050
LERMA;15;051
MALINALCO;15;052
MELCHOR OCAMPO;15;053
METEPEC;15;054
MEXICALTZINGO;15;055
MORELOS;15;056
NAUCALPAN DE JUÁREZ;15;057
NEZAHUALCÓYOTL;15;058
NEXTLALPAN;15;059
NICOLÁS ROMERO;15;060
NOPALTEPEC;15;061
OCOYOACAC;15;062
OCUILAN;15;063
EL ORO;15;064
OTUMBA;15;065
OTZOLOAPAN;15;066
OTZOLOTEPEC;15;067
OZUMBA;15;068
PAPALOTLA;15;069
LA PAZ;15;070
POLOTITLÁN;15;071
RAYÓN;15;072
SAN ANTONIO LA ISLA;15;073
SAN FELIPE DEL PROGRESO;15;074
SAN MARTÍN DE LAS PIRÁMIDES;15;075
SAN MATEO ATENCO;15;076
SAN SIMÓN DE GUERRERO;15;077
SANTO TOMÁS;15;078
SOYANIQUILPAN DE JUÁREZ;15;079
SULTEPEC;15;080
TECÁMAC;15;081
TEJUPILCO;15;082
TEMAMATLA;15;083
TEMASCALAPA;15;084
TEMASCALCINGO;15;085
TEMASCALTEPEC;15;086
TEMOAYA;15;087
TENANCINGO;15;088
TENANGO DEL AIRE;15;089
TENANGO DEL VALLE;15;090
TEOLOYUCAN;15;091
TEOTIHUACÁN;15;092
TEPETLAOXTOC;15;093
TEPETLIXPA;15;094
TEPOTZOTLÁN;15;095
TEQUIXQUIAC;15;096
TEXCALTITLÁN;15;097
TEXCALYACAC;15;098
TEXCOCO;15;099
TEZOYUCA;15;100
TIANGUISTENCO;15;101
TIMILPAN;15;102
TLALMANALCO;15;103
TLALNEPANTLA DE BAZ;15;104
TLATLAYA;15;105
TOLUCA;15;106
TONATICO;15;107
TULTEPEC;15;108
TULTITLÁN;15;109
VALLE DE BRAVO;15;110
VILLA DE ALLENDE;15;111
VILLA DEL CARBÓN;15;112
VILLA GUERRERO;15;113
VILLA VICTORIA;15;114
XONACATLÁN;15;115
ZACAZONAPAN;15;116
ZACUALPAN;15;117
ZINACANTEPEC;15;118
ZUMPAHUACÁN;15;119
ZUMPANGO;15;120
CUAUTITLÁN IZCALLI;15;121
VALLE DE CHALCO SOLIDARIDAD;15;122
LUVIANOS;15;123
SAN JOSÉ DEL RINCÓN;15;124
TONANITLA;15;125
NO ESPECIFICADO;15;999
ACUITZIO;16;001
AGUILILLA;16;002
ÁLVARO OBREGÓN;16;003
ANGAMACUTIRO;16;004
ANGANGUEO;16;005
APATZINGÁN;16;006
APORO;16;007
AQUILA;16;008
ARIO;16;009
ARTEAGA;16;010
BRISEÑAS;16;011
BUENAVISTA;16;012
CARÁCUARO;16;013
COAHUAYANA;16;014
COALCOMÁN DE VÁZQUEZ PALLARES;16;015
COENEO;16;016
CONTEPEC;16;017
COPÁNDARO;16;018
COTIJA;16;019
CUITZEO;16;020
CHARAPAN;16;021
CHARO;16;022
CHAVINDA;16;023
CHERÁN;16;024
CHILCHOTA;16;025
CHINICUILA;16;026
CHUCÁNDIRO;16;027
CHURINTZIO;16;028
CHURUMUCO;16;029
ECUANDUREO;16;030
EPITACIO HUERTA;16;031
ERONGARÍCUARO;16;032
GABRIEL ZAMORA;16;033
HIDALGO;16;034
LA HUACANA;16;035
HUANDACAREO;16;036
HUANIQUEO;16;037
HUETAMO;16;038
HUIRAMBA;16;039
INDAPARAPEO;16;040
IRIMBO;16;041
IXTLÁN;16;042
JACONA;16;043
JIMÉNEZ;16;044
JIQUILPAN;16;045
JUÁREZ;16;046
JUNGAPEO;16;047
LAGUNILLAS;16;048
MADERO;16;049
MARAVATÍO;16;050
MARCOS CASTELLANOS;16;051
LÁZARO CÁRDENAS;16;052
MORELIA;16;053
MORELOS;16;054
MÚGICA;16;055
NAHUATZEN;16;056
NOCUPÉTARO;16;057
NUEVO PARANGARICUTIRO;16;058
NUEVO URECHO;16;059
NUMARÁN;16;060
OCAMPO;16;061
PAJACUARÁN;16;062
PANINDÍCUARO;16;063
PARÁCUARO;16;064
PARACHO;16;065
PÁTZCUARO;16;066
PENJAMILLO;16;067
PERIBÁN;16;068
LA PIEDAD;16;069
PURÉPERO;16;070
PURUÁNDIRO;16;071
QUERÉNDARO;16;072
QUIROGA;16;073
COJUMATLÁN DE RÉGULES;16;074
LOS REYES;16;075
SAHUAYO;16;076
SAN LUCAS;16;077
SANTA ANA MAYA;16;078
SALVADOR ESCALANTE;16;079
SENGUIO;16;080
SUSUPUATO;16;081
TACÁMBARO;16;082
TANCÍTARO;16;083
TANGAMANDAPIO;16;084
TANGANCÍCUARO;16;085
TANHUATO;16;086
TARETAN;16;087
TARÍMBARO;16;088
TEPALCATEPEC;16;089
TINGAMBATO;16;090
TINGÜINDÍN;16;091
TIQUICHEO DE NICOLÁS ROMERO;16;092
TLALPUJAHUA;16;093
TLAZAZALCA;16;094
TOCUMBO;16;095
TUMBISCATÍO;16;096
TURICATO;16;097
TUXPAN;16;098
TUZANTLA;16;099
TZINTZUNTZAN;16;100
TZITZIO;16;101
URUAPAN;16;102
VENUSTIANO CARRANZA;16;103
VILLAMAR;16;104
VISTA HERMOSA;16;105
YURÉCUARO;16;106
ZACAPU;16;107
ZAMORA;16;108
ZINÁPARO;16;109
ZINAPÉCUARO;16;110
ZIRACUARETIRO;16;111
ZITÁCUARO;16;112
JOSÉ SIXTO VERDUZCO;16;113
NO ESPECIFICADO;16;999
AMACUZAC;17;001
ATLATLAHUCAN;17;002
AXOCHIAPAN;17;003
AYALA;17;004
COATLÁN DEL RÍO;17;005
CUAUTLA;17;006
CUERNAVACA;17;007
EMILIANO ZAPATA;17;008
HUITZILAC;17;009
JANTETELCO;17;010
JIUTEPEC;17;011
JOJUTLA;17;012
JONACATEPEC DE LEANDRO VALLE;17;013
MAZATEPEC;17;014
MIACATLÁN;17;015
OCUITUCO;17;016
PUENTE DE IXTLA;17;017
TEMIXCO;17;018
